id,name,type,description,rarity,defense,resistance,series,skills,slots
"ARMOR_ID_0115","护火龙腰甲","waist","使用护火龙素材制作的腰部防具。白色部分即使受损，也会在不知不觉中慢慢修复。","4","26","[3,1,-2,1,-5]","护火龙","HunterSkill_180,1,HunterSkill_172,1,HunterSkill_139,1","1,0,0"
"ARMOR_ID_0116","护火龙护腿","leg","使用护火龙素材制作的脚部防具。用力时，周围的白色部分就会发出淡淡的光。","4","26","[3,1,-2,1,-5]","护火龙","HunterSkill_180,1,HunterSkill_172,1,HunterSkill_062,1","1,0,0"
"ARMOR_ID_0117","护凶爪龙头盔","helm","使用护凶爪龙素材制作的头部防具。戴上它的人会被难以形容的渴望侵袭。","4","26","[-2,-3,-2,-2,4]","护凶爪龙","HunterSkill_186,1,HunterSkill_172,1,HunterSkill_114,1","1,0,0"
"ARMOR_ID_0118","护凶爪龙铠甲","body","使用护凶爪龙素材制作的身体防具。穿着时体内会涌现出不同于平时的活力和使命感。","4","26","[-2,-3,-2,-2,4]","护凶爪龙","HunterSkill_186,1,HunterSkill_172,1,HunterSkill_119,1","1,0,0"
"ARMOR_ID_0119","护凶爪龙腕甲","arm","使用护凶爪龙素材制作的臂部防具。如果不频繁活动双臂，就会觉得静不下心来。","4","26","[-2,-3,-2,-2,4]","护凶爪龙","HunterSkill_186,1,HunterSkill_172,1,HunterSkill_114,1","1,0,0"
"ARMOR_ID_0120","护凶爪龙腰甲","waist","使用护凶爪龙素材制作的腰部防具。白色部分即使受损，也会在不知不觉中慢慢修复。","4","26","[-2,-3,-2,-2,4]","护凶爪龙","HunterSkill_186,1,HunterSkill_172,1,HunterSkill_114,1,HunterSkill_119,1","0,0,0"
"ARMOR_ID_0121","护凶爪龙护腿","leg","使用护凶爪龙素材制作的脚部防具。用力时，周围的白色部分就会发出淡淡的光。","4","26","[-2,-3,-2,-2,4]","护凶爪龙","HunterSkill_186,1,HunterSkill_172,1,HunterSkill_119,1","1,0,0"
"ARMOR_ID_0122","暗器蛸头盔","helm","使用暗器蛸素材制作的头部防具。是隐匿于黑暗中的暗杀者们的最爱。","4","26","[1,1,1,-3,2]","暗器蛸","HunterSkill_164,1,HunterSkill_064,1","1,0,0"
"ARMOR_ID_0123","暗器蛸铠甲","body","使用暗器蛸素材制作的身体防具。长围巾不仅作为防具，还可以作绳索等用途。","4","26","[1,1,1,-3,2]","暗器蛸","HunterSkill_164,1,HunterSkill_065,1","1,0,0"
"ARMOR_ID_0124","暗器蛸腕甲","arm","使用暗器蛸素材制作的臂部防具。设计极具巧思，即使在黑暗中也能进行细致的工作。","4","26","[1,1,1,-3,2]","暗器蛸","HunterSkill_164,1,HunterSkill_064,1","1,0,0"
"ARMOR_ID_0125","暗器蛸腰甲","waist","使用暗器蛸素材制作的腰部防具。独特质感的皮革即使大幅度摆动也不会发出多余声响。","4","26","[1,1,1,-3,2]","暗器蛸","HunterSkill_164,1,HunterSkill_064,1,HunterSkill_065,1","0,0,0"
"ARMOR_ID_0126","暗器蛸护腿","leg","使用暗器蛸素材制作的脚部防具。经过优化设计，能无声行走在黑暗之中。","4","26","[1,1,1,-3,2]","暗器蛸","HunterSkill_164,1,HunterSkill_065,1","1,0,0"
"ARMOR_ID_0127","护锁刃龙头盔","helm","使用护锁刃龙素材制作的头部防具。虽然视野狭窄，但各种感知会直接涌入大脑。","4","30","[2,0,-1,0,-4]","护锁刃龙","HunterSkill_184,1,HunterSkill_172,1,HunterSkill_146,1","1,0,0"
"ARMOR_ID_0128","护锁刃龙铠甲","body","使用护锁刃龙素材制作的身体防具。奇妙的力量摇曳般地从体内涌起。","4","30","[2,0,-1,0,-4]","护锁刃龙","HunterSkill_184,1,HunterSkill_172,1,HunterSkill_146,1,HunterSkill_082,1","0,0,0"
"ARMOR_ID_0129","护锁刃龙腕甲","arm","使用护锁刃龙素材制作的臂部防具。穿着者会产生一种冲动，不分青红皂白地想要攻击所有接近自己的人。","4","30","[2,0,-1,0,-4]","护锁刃龙","HunterSkill_184,1,HunterSkill_172,1,HunterSkill_146,1","1,0,0"
"ARMOR_ID_0130","护锁刃龙腰甲","waist","使用护锁刃龙素材制作的腰部防具。腰部的锁链保持搏动，仿佛是为寻找下一个猎物而微微蠕动。","4","30","[2,0,-1,0,-4]","护锁刃龙","HunterSkill_184,1,HunterSkill_172,1,HunterSkill_082,1","1,1,0"
"ARMOR_ID_0131","护锁刃龙护腿","leg","使用护锁刃龙素材制作的脚部防具。穿着者的步伐会变得强而有力，将对手追到天涯海角。","4","30","[2,0,-1,0,-4]","护锁刃龙","HunterSkill_184,1,HunterSkill_172,1,HunterSkill_082,1","1,0,0"
"ARMOR_ID_0132","希望面具α","helm","为调查东部地区而特别制作的头部防具。面具可以阻挡沙尘，同时还不会影响呼吸。","5","26","[1,0,1,0,0]","希望α","HunterSkill_068,2","1,0,0"
"ARMOR_ID_0133","希望铠甲α","body","为调查东部地区而特别制作的身体防具。为了能在任何环境下狩猎，设计上下了一番苦工。","5","26","[1,0,1,0,0]","希望α","HunterSkill_083,1","1,1,0"
"ARMOR_ID_0134","希望腕甲α","arm","为调查东部地区而特别制作的臂部防具。指尖部分较薄且富有弹性，适合进行精密操作。","5","26","[1,0,1,0,0]","希望α","HunterSkill_085,1","1,1,0"
"ARMOR_ID_0135","希望腰甲α","waist","为调查东部地区而特别制作的腰部防具。经过反复调整，装入的道具可以轻松取出。","5","26","[1,0,1,0,0]","希望α","HunterSkill_068,1,HunterSkill_086,1","1,0,0"
"ARMOR_ID_0136","希望护腿α","leg","为调查东部地区而特别制作的脚部防具。其结构经过仔细调整，能走遍各种地形。","5","26","[1,0,1,0,0]","希望α","HunterSkill_086,2","1,0,0"
"ARMOR_ID_0142","皮制头饰α","helm","以加工后的怪物皮制作而成的头部防具。任何人皆可装备，通用性高。","5","26","[2,0,0,0,0]","皮制α","HunterSkill_089,2","1,0,0"
"ARMOR_ID_0143","皮制服饰α","body","部分镶嵌了加工怪物皮的身体防具。采用了可轻松穿脱的简易设计。","5","26","[2,0,0,0,0]","皮制α","HunterSkill_089,1,HunterSkill_097,1","1,0,0"
"ARMOR_ID_0144","皮制手套α","arm","部分镶嵌了加工怪物皮的臂部防具。虽轻巧但具有十足的防护性。","5","26","[2,0,0,0,0]","皮制α","HunterSkill_089,1,HunterSkill_105,1","1,0,0"
"ARMOR_ID_0145","皮制腰带α","waist","部分镶嵌了加工怪物皮的腰部防具。功能性极佳，广受猎人们喜爱。","5","26","[2,0,0,0,0]","皮制α","HunterSkill_105,1","1,1,0"
"ARMOR_ID_0146","皮制长裤α","leg","部分镶嵌了加工怪物皮的脚部防具。穿得越久越合脚。","5","26","[2,0,0,0,0]","皮制α","HunterSkill_105,1,HunterSkill_097,1","1,0,0"
"ARMOR_ID_0152","锁甲头饰α","helm","以铁链编织而成的头部防具。以极为常见的头盔样式，深受猎人们的信赖。","5","26","[0,2,0,0,0]","锁甲α","HunterSkill_090,1","1,1,0"
"ARMOR_ID_0153","锁甲服饰α","body","以铁链编织而成的身体防具。兼具功能性及防护性的传统铠甲。","5","26","[0,2,0,0,0]","锁甲α","HunterSkill_090,1,HunterSkill_079,1","1,0,0"
"ARMOR_ID_0154","锁甲手套α","arm","以铁链编织而成的臂部防具。因使用方便，修理容易，而广受推崇。","5","26","[0,2,0,0,0]","锁甲α","HunterSkill_090,1,HunterSkill_070,1","1,0,0"
"ARMOR_ID_0155","锁甲腰带α","waist","以铁链编织而成的腰部防具。混合各种不同素材，极力减少重量制作而成的装备。","5","26","[0,2,0,0,0]","锁甲α","HunterSkill_070,1,HunterSkill_079,1","1,0,0"
"ARMOR_ID_0156","锁甲长裤α","leg","以铁链编织而成的脚部防具。铁链的编织方式经过改良，使脚部活动不受阻碍。","5","26","[0,2,0,0,0]","锁甲α","HunterSkill_070,1","1,1,0"
"ARMOR_ID_0162","血盗虫眼镜α","helm","使用血盗虫素材制作的头部防具。采用最新设计，深受时尚猎人的喜爱。","5","32","[-4,1,1,-2,4]","血盗虫α","HunterSkill_162,1,HunterSkill_137,1,HunterSkill_062,1","0,0,0"
"ARMOR_ID_0163","血盗虫眼镜β","helm","使用血盗虫素材制作的头部防具。采用最新设计，深受时尚猎人的喜爱。","5","32","[-4,1,1,-2,4]","血盗虫β","HunterSkill_163,1,HunterSkill_137,1","2,1,0"
"ARMOR_ID_0164","钳速龙腕甲α","arm","使用钳速龙素材制作的臂部防具。前臂上的突起容易勾到东西，装备和收纳时都要倍加小心。","5","32","[4,-2,-2,-2,2]","钳速龙α","HunterSkill_164,1,HunterSkill_106,1,HunterSkill_114,1","0,0,0"
"ARMOR_ID_0165","钳速龙腕甲β","arm","使用钳速龙素材制作的臂部防具。前臂上的突起容易勾到东西，装备和收纳时都要倍加小心。","5","32","[4,-2,-2,-2,2]","钳速龙β","HunterSkill_165,1,HunterSkill_106,1","2,1,0"
"ARMOR_ID_0166","锯带龙护腿α","leg","使用锯带龙素材制作的脚部防具。质轻贴身的皮革带来了绝佳的穿着体验。","5","32","[-3,4,-3,1,1]","锯带龙α","HunterSkill_164,1,HunterSkill_088,1,HunterSkill_078,2","0,0,0"
"ARMOR_ID_0167","锯带龙护腿β","leg","使用锯带龙素材制作的脚部防具。质轻贴身的皮革带来了绝佳的穿着体验。","5","32","[-3,4,-3,1,1]","锯带龙β","HunterSkill_165,1,HunterSkill_088,1","2,0,0"
"ARMOR_ID_0168","巨蜂头盔α","helm","使用巨蜂素材制作的头部防具。虽然包覆全体的材料不耐火，但外壳非常坚固。","5","32","[-2,1,1,1,2]","巨蜂α","HunterSkill_162,1,HunterSkill_134,1,HunterSkill_116,1","0,0,0"
"ARMOR_ID_0169","巨蜂铠甲α","body","使用巨蜂素材制作的身体防具。以秘法加工而成，可承受强力的物理攻击。","5","32","[-2,1,1,1,2]","巨蜂α","HunterSkill_162,1,HunterSkill_134,1,HunterSkill_075,1","1,0,0"
"ARMOR_ID_0170","巨蜂腕甲α","arm","使用巨蜂素材制作的臂部防具。实物比看上去更有份量，因此拥有高防御力。","5","32","[-2,1,1,1,2]","巨蜂α","HunterSkill_162,1,HunterSkill_084,1,HunterSkill_116,1","0,0,0"
"ARMOR_ID_0171","巨蜂腰甲α","waist","使用巨蜂素材制作的腰部防具。通过解析甲虫种强力个体的构造制作而成。","5","32","[-2,1,1,1,2]","巨蜂α","HunterSkill_162,1,HunterSkill_084,1,HunterSkill_075,1","1,0,0"
"ARMOR_ID_0172","巨蜂护腿α","leg","使用巨蜂素材制作的脚部防具。对甲虫种的素材进行集中加工以达到超越外观的硬度。","5","32","[-2,1,1,1,2]","巨蜂α","HunterSkill_162,1,HunterSkill_134,1,HunterSkill_084,1","1,1,0"
"ARMOR_ID_0173","巨蜂头盔β","helm","使用巨蜂素材制作的头部防具。虽然包覆全体的材料不耐火，但外壳非常坚固。","5","32","[-2,1,1,1,2]","巨蜂β","HunterSkill_163,1,HunterSkill_134,1","2,0,0"
"ARMOR_ID_0174","巨蜂铠甲β","body","使用巨蜂素材制作的身体防具。以秘法加工而成，可承受强力的物理攻击。","5","32","[-2,1,1,1,2]","巨蜂β","HunterSkill_163,1,HunterSkill_134,1","1,1,1"
"ARMOR_ID_0175","巨蜂腕甲β","arm","使用巨蜂素材制作的臂部防具。实物比看上去更有份量，因此拥有高防御力。","5","32","[-2,1,1,1,2]","巨蜂β","HunterSkill_163,1,HunterSkill_084,1","2,0,0"
"ARMOR_ID_0176","巨蜂腰甲β","waist","使用巨蜂素材制作的腰部防具。通过解析甲虫种强力个体的构造制作而成。","5","32","[-2,1,1,1,2]","巨蜂β","HunterSkill_163,1,HunterSkill_084,1","1,1,1"
"ARMOR_ID_0177","巨蜂护腿β","leg","使用巨蜂素材制作的脚部防具。对甲虫种的素材进行集中加工以达到超越外观的硬度。","5","32","[-2,1,1,1,2]","巨蜂β","HunterSkill_163,1,HunterSkill_134,1","2,1,0"
"ARMOR_ID_0178","盔速龙铠甲α","body","使用盔速龙素材制作的身体防具。厚重的甲壳搭配纤细的装饰，深受行家喜爱。","5","32","[4,-2,0,-2,0]","盔速龙α","HunterSkill_166,1,HunterSkill_102,2,HunterSkill_091,1","0,0,0"
"ARMOR_ID_0179","盔速龙铠甲β","body","使用盔速龙素材制作的身体防具。厚重的甲壳搭配纤细的装饰，深受行家喜爱。","5","32","[4,-2,0,-2,0]","盔速龙β","HunterSkill_167,1,HunterSkill_102,2","2,0,0"
"ARMOR_ID_0180","血眠虫头饰α","helm","使用血眠虫素材制作的头部防具。纤薄而柔韧的甲壳反射出妖艳的光泽。","5","32","[-5,0,0,3,3]","血眠虫α","HunterSkill_162,1,HunterSkill_085,2,HunterSkill_111,1","0,0,0"
"ARMOR_ID_0181","血眠虫头饰β","helm","使用血眠虫素材制作的头部防具。纤薄而柔韧的甲壳反射出妖艳的光泽。","5","32","[-5,0,0,3,3]","血眠虫β","HunterSkill_163,1,HunterSkill_085,2","2,1,0"
"ARMOR_ID_0182","怪鸟头盔α","helm","使用怪鸟素材制作的头部防具。做工精细，强度远超人们对怪鸟的印象。","5","36","[3,0,-2,-4,2]","怪鸟α","HunterSkill_166,1,HunterSkill_025,2,HunterSkill_077,2","1,0,0"
"ARMOR_ID_0183","怪鸟铠甲α","body","使用怪鸟素材制作的身体防具。独特的色调令人感受到某处大陆的气息。","5","36","[3,0,-2,-4,2]","怪鸟α","HunterSkill_166,1,HunterSkill_058,1,HunterSkill_077,1","1,0,0"
"ARMOR_ID_0184","怪鸟腕甲α","arm","使用怪鸟素材制作的臂部防具。厚实的桃红色甲壳能够弹开飞龙锐利的牙齿。","5","36","[3,0,-2,-4,2]","怪鸟α","HunterSkill_166,1,HunterSkill_025,1,HunterSkill_058,1","1,0,0"
"ARMOR_ID_0185","怪鸟腰甲α","waist","使用怪鸟素材制作的腰部防具。要小心别被它表面的尖刺伤到。","5","36","[3,0,-2,-4,2]","怪鸟α","HunterSkill_166,1,HunterSkill_058,1,HunterSkill_069,2","0,0,0"
"ARMOR_ID_0186","怪鸟护腿α","leg","使用怪鸟素材制作的脚部防具。追求灵活性的设计十分优秀。","5","36","[3,0,-2,-4,2]","怪鸟α","HunterSkill_166,1,HunterSkill_025,2,HunterSkill_069,1","2,0,0"
"ARMOR_ID_0187","怪鸟头盔β","helm","使用怪鸟素材制作的头部防具。做工精细，强度远超人们对怪鸟的印象。","5","36","[3,0,-2,-4,2]","怪鸟β","HunterSkill_167,1,HunterSkill_025,2","2,1,0"
"ARMOR_ID_0188","怪鸟铠甲β","body","使用怪鸟素材制作的身体防具。独特的色调令人感受到某处大陆的气息。","5","36","[3,0,-2,-4,2]","怪鸟β","HunterSkill_167,1,HunterSkill_058,1","2,0,0"
"ARMOR_ID_0189","怪鸟腕甲β","arm","使用怪鸟素材制作的臂部防具。厚实的桃红色甲壳能够弹开飞龙锐利的牙齿。","5","36","[3,0,-2,-4,2]","怪鸟β","HunterSkill_167,1,HunterSkill_025,1","2,1,1"
"ARMOR_ID_0190","怪鸟腰甲β","waist","使用怪鸟素材制作的腰部防具。要小心别被它表面的尖刺伤到。","5","36","[3,0,-2,-4,2]","怪鸟β","HunterSkill_167,1,HunterSkill_058,1,HunterSkill_069,1","1,0,0"
"ARMOR_ID_0191","怪鸟护腿β","leg","使用怪鸟素材制作的脚部防具。追求灵活性的设计十分优秀。","5","36","[3,0,-2,-4,2]","怪鸟β","HunterSkill_167,1,HunterSkill_025,1,HunterSkill_069,1","2,1,0"
"ARMOR_ID_0192","缠蛙头盔α","helm","使用缠蛙素材制作的头部防具。采用了适合在沙漠活动的设计。","5","36","[1,2,-3,-1,1]","缠蛙α","HunterSkill_164,1,HunterSkill_071,1,HunterSkill_098,1","1,0,0"
"ARMOR_ID_0193","缠蛙铠甲α","body","使用缠蛙素材制作的身体防具。颈部特别采用了富有弹性的素材。","5","36","[1,2,-3,-1,1]","缠蛙α","HunterSkill_164,1,HunterSkill_071,1,HunterSkill_062,1","0,0,0"
"ARMOR_ID_0194","缠蛙腕甲α","arm","使用缠蛙素材制作的臂部防具。构造上强化了手腕的防护，并兼顾了使用武器时的灵活度。","5","36","[1,2,-3,-1,1]","缠蛙α","HunterSkill_164,1,HunterSkill_097,1,HunterSkill_098,1","1,0,0"
"ARMOR_ID_0195","缠蛙腰甲α","waist","使用缠蛙素材制作的腰部防具。心形的腰包使用了舌头上的皮。","5","36","[1,2,-3,-1,1]","缠蛙α","HunterSkill_164,1,HunterSkill_071,1,HunterSkill_097,1","1,0,0"
"ARMOR_ID_0196","缠蛙护腿α","leg","使用缠蛙素材制作的脚部防具。宽松的设计保证腿部能够活动自如。","5","36","[1,2,-3,-1,1]","缠蛙α","HunterSkill_164,1,HunterSkill_097,1,HunterSkill_062,1","0,0,0"
"ARMOR_ID_0197","缠蛙头盔β","helm","使用缠蛙素材制作的头部防具。采用了适合在沙漠活动的设计。","5","36","[1,2,-3,-1,1]","缠蛙β","HunterSkill_165,1,HunterSkill_071,1","2,0,0"
"ARMOR_ID_0198","缠蛙铠甲β","body","使用缠蛙素材制作的身体防具。颈部特别采用了富有弹性的素材。","5","36","[1,2,-3,-1,1]","缠蛙β","HunterSkill_165,1,HunterSkill_071,1","1,1,1"
"ARMOR_ID_0199","缠蛙腕甲β","arm","使用缠蛙素材制作的臂部防具。构造上强化了手腕的防护，并兼顾了使用武器时的灵活度。","5","36","[1,2,-3,-1,1]","缠蛙β","HunterSkill_165,1,HunterSkill_097,1","2,0,0"
"ARMOR_ID_0200","缠蛙腰甲β","waist","使用缠蛙素材制作的腰部防具。心形的腰包使用了舌头上的皮。","5","36","[1,2,-3,-1,1]","缠蛙β","HunterSkill_165,1,HunterSkill_071,1","1,1,0"
"ARMOR_ID_0201","缠蛙护腿β","leg","使用缠蛙素材制作的脚部防具。宽松的设计保证腿部能够活动自如。","5","36","[1,2,-3,-1,1]","缠蛙β","HunterSkill_165,1,HunterSkill_062,1","1,0,0"
"ARMOR_ID_0202","毒怪鸟头盔α","helm","使用毒怪鸟素材制作的头部防具。充分发挥橡胶质素材的优点，防御物理攻击特别有效。","5","36","[-4,3,4,-1,1]","毒怪鸟α","HunterSkill_164,1,HunterSkill_065,1,HunterSkill_136,1","1,0,0"
"ARMOR_ID_0203","毒怪鸟铠甲α","body","使用毒怪鸟素材制作的身体防具。充满弹性的橡胶质皮令它抗冲击性强，性能稳定。","5","36","[-4,3,4,-1,1]","毒怪鸟α","HunterSkill_164,1,HunterSkill_065,1,HunterSkill_083,1","1,0,0"
"ARMOR_ID_0204","毒怪鸟腕甲α","arm","使用毒怪鸟素材制作的臂部防具。得益于素材的特性，少许的攻击几乎无法撼其分毫。","5","36","[-4,3,4,-1,1]","毒怪鸟α","HunterSkill_164,1,HunterSkill_060,2,HunterSkill_083,1","0,0,0"
"ARMOR_ID_0205","毒怪鸟腰甲α","waist","使用毒怪鸟素材制作的腰部防具。设计上充分利用了厚皮的防御力。","5","36","[-4,3,4,-1,1]","毒怪鸟α","HunterSkill_164,1,HunterSkill_065,1,HunterSkill_060,1","1,0,0"
"ARMOR_ID_0206","毒怪鸟护腿α","leg","使用毒怪鸟素材制作的脚部防具。橡胶质的皮带来了金属防具所不具备的穿着感。","5","36","[-4,3,4,-1,1]","毒怪鸟α","HunterSkill_164,1,HunterSkill_060,1,HunterSkill_024,2","0,0,0"
"ARMOR_ID_0207","毒怪鸟头盔β","helm","使用毒怪鸟素材制作的头部防具。充分发挥橡胶质素材的优点，防御物理攻击特别有效。","5","36","[-4,3,4,-1,1]","毒怪鸟β","HunterSkill_165,1,HunterSkill_065,1","1,1,0"
"ARMOR_ID_0208","毒怪鸟铠甲β","body","使用毒怪鸟素材制作的身体防具。充满弹性的橡胶质皮令它抗冲击性强，性能稳定。","5","36","[-4,3,4,-1,1]","毒怪鸟β","HunterSkill_165,1,HunterSkill_065,1","2,0,0"
"ARMOR_ID_0209","毒怪鸟腕甲β","arm","使用毒怪鸟素材制作的臂部防具。得益于素材的特性，少许的攻击几乎无法撼其分毫。","5","36","[-4,3,4,-1,1]","毒怪鸟β","HunterSkill_165,1,HunterSkill_060,2","1,0,0"
"ARMOR_ID_0210","毒怪鸟腰甲β","waist","使用毒怪鸟素材制作的腰部防具。设计上充分利用了厚皮的防御力。","5","36","[-4,3,4,-1,1]","毒怪鸟β","HunterSkill_165,1,HunterSkill_065,1","2,1,0"
"ARMOR_ID_0211","毒怪鸟护腿β","leg","使用毒怪鸟素材制作的脚部防具。橡胶质的皮带来了金属防具所不具备的穿着感。","5","36","[-4,3,4,-1,1]","毒怪鸟β","HunterSkill_165,1,HunterSkill_060,1,HunterSkill_024,1","1,0,0"
"ARMOR_ID_0212","骨制头盔α","helm","以怪物骸骨制作的传统头部防具。虽其貌不扬，但保暖性优异。","5","32","[2,0,2,0,2]","骨制α","HunterSkill_086,1,HunterSkill_071,1","1,0,0"
"ARMOR_ID_0213","骨制铠甲α","body","以怪物骸骨包覆的传统身体防具。精致骨饰的设计非常独特。","5","32","[2,0,2,0,2]","骨制α","HunterSkill_024,1,HunterSkill_086,1","1,0,0"
"ARMOR_ID_0214","骨制腕甲α","arm","以怪物骸骨包覆的传统臂部防具。以多种形状的骸骨巧妙搭配。","5","32","[2,0,2,0,2]","骨制α","HunterSkill_024,1,HunterSkill_071,1","1,0,0"
"ARMOR_ID_0215","骨制腰甲α","waist","以怪物骸骨包覆的传统腰部防具。虽具野性的外观，但功能性良好。","5","32","[2,0,2,0,2]","骨制α","HunterSkill_024,1","1,1,0"
"ARMOR_ID_0216","骨制护腿α","leg","以怪物骸骨包覆的传统脚部防具。以骸骨作为素材，利于步行，不造成负担的防具。","5","32","[2,0,2,0,2]","骨制α","HunterSkill_086,1","1,1,0"
"ARMOR_ID_0222","合金头盔α","helm","使用上好矿石素材制作的头部防具。虽然造型粗犷，但拥有以实用为主的高防御性能。","5","32","[-2,1,-2,-2,1]","合金α","HunterSkill_031,1","1,1,0"
"ARMOR_ID_0223","合金铠甲α","body","使用上好矿石素材制作的身体防具。考虑到便于活动，设计上合理地省略了多余装饰。","5","32","[-2,1,-2,-2,1]","合金α","HunterSkill_102,2","1,0,0"
"ARMOR_ID_0224","合金腕甲α","arm","使用上好矿石素材制作的臂部防具。重视实用性，精练的设计没有半点多余。","5","32","[-2,1,-2,-2,1]","合金α","HunterSkill_074,1","1,1,0"
"ARMOR_ID_0225","合金腰甲α","waist","使用上好矿石素材制作的腰部防具。融合的矿物色泽以及精心的设计，非常美丽。","5","32","[-2,1,-2,-2,1]","合金α","HunterSkill_074,1,HunterSkill_031,1","1,0,0"
"ARMOR_ID_0226","合金护腿α","leg","使用上好矿石素材制作的脚部防具。可以很好地包覆双腿，做工扎实，是极度讲求实用理念的防具。","5","32","[-2,1,-2,-2,1]","合金α","HunterSkill_031,1,HunterSkill_102,1","1,0,0"
"ARMOR_ID_0232","炎尾龙头盔α","helm","使用炎尾龙素材制作的头部防具。大大的羽毛装饰很受猎人的欢迎。","5","36","[2,-3,0,-1,0]","炎尾龙α","HunterSkill_166,1,HunterSkill_102,1,HunterSkill_063,1","1,0,0"
"ARMOR_ID_0233","炎尾龙铠甲α","body","使用炎尾龙素材制作的身体防具。虽然是用于仪式的设计，但防御力很高。","5","36","[2,-3,0,-1,0]","炎尾龙α","HunterSkill_166,1,HunterSkill_077,1,HunterSkill_063,1","0,0,0"
"ARMOR_ID_0234","炎尾龙腕甲α","arm","使用炎尾龙素材制作的臂部防具。手套的开口很宽，手腕可以大幅度活动。","5","36","[2,-3,0,-1,0]","炎尾龙α","HunterSkill_166,1,HunterSkill_102,1,HunterSkill_077,1","1,1,0"
"ARMOR_ID_0235","炎尾龙腰甲α","waist","使用炎尾龙素材制作的腰部防具。波浪形状的裙摆格外时尚。","5","36","[2,-3,0,-1,0]","炎尾龙α","HunterSkill_166,1,HunterSkill_077,1,HunterSkill_063,1","0,0,0"
"ARMOR_ID_0236","炎尾龙护腿α","leg","使用炎尾龙素材制作的脚部防具。绑腿活用了素材的质地，能紧束双腿。","5","36","[2,-3,0,-1,0]","炎尾龙α","HunterSkill_166,1,HunterSkill_102,1,HunterSkill_076,1","1,0,0"
"ARMOR_ID_0237","炎尾龙头盔β","helm","使用炎尾龙素材制作的头部防具。大大的羽毛装饰很受猎人的欢迎。","5","36","[2,-3,0,-1,0]","炎尾龙β","HunterSkill_167,1,HunterSkill_063,1","2,0,0"
"ARMOR_ID_0238","炎尾龙铠甲β","body","使用炎尾龙素材制作的身体防具。虽然是用于仪式的设计，但防御力很高。","5","36","[2,-3,0,-1,0]","炎尾龙β","HunterSkill_167,1,HunterSkill_063,1","1,0,0"
"ARMOR_ID_0239","炎尾龙腕甲β","arm","使用炎尾龙素材制作的臂部防具。手套的开口很宽，手腕可以大幅度活动。","5","36","[2,-3,0,-1,0]","炎尾龙β","HunterSkill_167,1,HunterSkill_102,1","2,1,0"
"ARMOR_ID_0240","炎尾龙腰甲β","waist","使用炎尾龙素材制作的腰部防具。波浪形状的裙摆格外时尚。","5","36","[2,-3,0,-1,0]","炎尾龙β","HunterSkill_167,1,HunterSkill_077,2","2,0,0"
"ARMOR_ID_0241","炎尾龙护腿β","leg","使用炎尾龙素材制作的脚部防具。绑腿活用了素材的质地，能紧束双腿。","5","36","[2,-3,0,-1,0]","炎尾龙β","HunterSkill_167,1,HunterSkill_102,1","1,1,1"
"ARMOR_ID_0242","刺花蜘蛛头盔α","helm","使用刺花蜘蛛素材制作的头部防具。漂亮的蔷薇由刺花蜘蛛的甲壳加工而成。","5","36","[-3,3,0,0,3]","刺花蜘蛛α","HunterSkill_162,1,HunterSkill_084,1,HunterSkill_111,1","0,0,0"
"ARMOR_ID_0243","刺花蜘蛛铠甲α","body","使用刺花蜘蛛素材制作的身体防具。乍一看好似普通的常服，实则覆盖了坚硬的装甲。","5","36","[-3,3,0,0,3]","刺花蜘蛛α","HunterSkill_162,1,HunterSkill_069,2,HunterSkill_075,1","0,0,0"
"ARMOR_ID_0244","刺花蜘蛛腕甲α","arm","使用刺花蜘蛛素材制作的臂部防具。非常华丽，甚至可以在正式场合穿着。","5","36","[-3,3,0,0,3]","刺花蜘蛛α","HunterSkill_162,1,HunterSkill_069,1,HunterSkill_111,1","0,0,0"
"ARMOR_ID_0245","刺花蜘蛛腰甲α","waist","使用刺花蜘蛛素材制作的腰部防具。高贵的设计令贵族也趋之若鹜。","5","36","[-3,3,0,0,3]","刺花蜘蛛α","HunterSkill_162,1,HunterSkill_084,2","2,0,0"
"ARMOR_ID_0246","刺花蜘蛛护腿α","leg","使用刺花蜘蛛素材制作的脚部防具。看不见的地方点缀着蔷薇花纹。","5","36","[-3,3,0,0,3]","刺花蜘蛛α","HunterSkill_162,1,HunterSkill_075,1,HunterSkill_111,1","0,0,0"
"ARMOR_ID_0247","刺花蜘蛛头盔β","helm","使用刺花蜘蛛素材制作的头部防具。漂亮的蔷薇由刺花蜘蛛的甲壳加工而成。","5","36","[-3,3,0,0,3]","刺花蜘蛛β","HunterSkill_163,1,HunterSkill_111,1","1,0,0"
"ARMOR_ID_0248","刺花蜘蛛铠甲β","body","使用刺花蜘蛛素材制作的身体防具。乍一看好似普通的常服，实则覆盖了坚硬的装甲。","5","36","[-3,3,0,0,3]","刺花蜘蛛β","HunterSkill_163,1,HunterSkill_069,1,HunterSkill_075,1","1,0,0"
"ARMOR_ID_0249","刺花蜘蛛腕甲β","arm","使用刺花蜘蛛素材制作的臂部防具。非常华丽，甚至可以在正式场合穿着。","5","36","[-3,3,0,0,3]","刺花蜘蛛β","HunterSkill_163,1,HunterSkill_069,1","2,1,0"
